Brain Region,ENSG,logFC,AveExpr,p-value,Gene Name,Biotype,Description
BA8/9,ENSG00000020426,-0.163289792,5.819748985,0.042294787,MNAT1,protein_coding,MNAT CDK-activating kinase assembly factor 1 [Source:HGNC Symbol;Acc:7181]
BA8/9,ENSG00000144645,-0.165035111,4.835707592,0.030871364,OSBPL10,protein_coding,oxysterol binding protein-like 10 [Source:HGNC Symbol;Acc:16395]
BA8/9,ENSG00000155974,-0.165349479,5.258970739,0.025944226,GRIP1,protein_coding,glutamate receptor interacting protein 1 [Source:HGNC Symbol;Acc:18708]
BA8/9,ENSG00000198131,-0.165386805,5.042326012,0.020589811,ZNF544,protein_coding,zinc finger protein 544 [Source:HGNC Symbol;Acc:16759]
BA8/9,ENSG00000140950,-0.165761365,3.916601691,0.039465868,TLDC1,protein_coding,TBC/LysM-associated domain containing 1 [Source:HGNC Symbol;Acc:29325]
BA8/9,ENSG00000124160,-0.165850201,4.549423468,0.048907732,NCOA5,protein_coding,nuclear receptor coactivator 5 [Source:HGNC Symbol;Acc:15909]
BA8/9,ENSG00000164828,-0.166032337,6.295356891,0.019205705,SUN1,protein_coding,Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:18587]
BA8/9,ENSG00000197037,-0.16778145,4.014993962,0.03808905,ZSCAN25,protein_coding,zinc finger and SCAN domain containing 25 [Source:HGNC Symbol;Acc:21961]
BA8/9,ENSG00000152380,-0.168040082,2.820895635,0.040038051,FAM151B,protein_coding,"family with sequence similarity 151, member B [Source:HGNC Symbol;Acc:33716]"
BA8/9,ENSG00000130844,-0.168830237,5.516899177,0.030472993,ZNF331,protein_coding,zinc finger protein 331 [Source:HGNC Symbol;Acc:15489]
BA8/9,ENSG00000163785,-0.169039902,5.485503884,0.027067915,RYK,protein_coding,receptor-like tyrosine kinase [Source:HGNC Symbol;Acc:10481]
BA8/9,ENSG00000095637,-0.171273827,8.550550671,0.002800585,SORBS1,protein_coding,sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:14565]
BA8/9,ENSG00000103365,-0.1715093,5.436954911,0.049515674,GGA2,protein_coding,"golgi-associated, gamma adaptin ear containing, ARF binding protein 2 [Source:HGNC Symbol;Acc:16064]"
BA8/9,ENSG00000163870,-0.171576073,3.008482149,0.036913037,TPRA1,protein_coding,"transmembrane protein, adipocyte asscociated 1 [Source:HGNC Symbol;Acc:30413]"
BA8/9,ENSG00000198393,-0.172060629,4.158749201,0.042911961,ZNF26,protein_coding,zinc finger protein 26 [Source:HGNC Symbol;Acc:13053]
BA8/9,ENSG00000175806,-0.172094056,5.391383876,0.035892833,MSRA,protein_coding,methionine sulfoxide reductase A [Source:HGNC Symbol;Acc:7377]
BA8/9,ENSG00000062370,-0.172149128,3.836585229,0.047533135,ZNF112,protein_coding,zinc finger protein 112 [Source:HGNC Symbol;Acc:12892]
BA8/9,ENSG00000112232,-0.17217109,5.536768193,0.028515203,KHDRBS2,protein_coding,"KH domain containing, RNA binding, signal transduction associated 2 [Source:HGNC Symbol;Acc:18114]"
BA8/9,ENSG00000251141,-0.172230898,4.692506429,0.049547918,RP11-53O19.1,antisense,
BA8/9,ENSG00000132680,-0.172574342,5.083940117,0.046390137,KIAA0907,protein_coding,KIAA0907 [Source:HGNC Symbol;Acc:29145]
BA8/9,ENSG00000178921,-0.173387593,3.639680139,0.043505189,PFAS,protein_coding,phosphoribosylformylglycinamidine synthase [Source:HGNC Symbol;Acc:8863]
BA8/9,ENSG00000198176,-0.173759085,4.736152237,0.0075011,TFDP1,protein_coding,transcription factor Dp-1 [Source:HGNC Symbol;Acc:11749]
BA8/9,ENSG00000038532,-0.174212466,5.666231046,0.038955235,CLEC16A,protein_coding,"C-type lectin domain family 16, member A [Source:HGNC Symbol;Acc:29013]"
BA8/9,ENSG00000186716,-0.17450544,6.481053557,0.035170572,BCR,protein_coding,breakpoint cluster region [Source:HGNC Symbol;Acc:1014]
BA8/9,ENSG00000162415,-0.174830514,4.127631648,0.017546102,ZSWIM5,protein_coding,"zinc finger, SWIM-type containing 5 [Source:HGNC Symbol;Acc:29299]"
BA8/9,ENSG00000143674,-0.175083874,3.976841943,0.035740689,MLK4,protein_coding,Mitogen-activated protein kinase kinase kinase MLK4  [Source:UniProtKB/Swiss-Prot;Acc:Q5TCX8]
BA8/9,ENSG00000157600,-0.175114272,4.215970247,0.023203375,TMEM164,protein_coding,transmembrane protein 164 [Source:HGNC Symbol;Acc:26217]
BA8/9,ENSG00000142453,-0.175229255,4.058864222,0.045385656,CARM1,protein_coding,coactivator-associated arginine methyltransferase 1 [Source:HGNC Symbol;Acc:23393]
BA8/9,ENSG00000135454,-0.175492545,5.418706329,0.019910623,B4GALNT1,protein_coding,"beta-1,4-N-acetyl-galactosaminyl transferase 1 [Source:HGNC Symbol;Acc:4117]"
BA8/9,ENSG00000106123,-0.176291986,6.563579543,0.033935655,EPHB6,protein_coding,EPH receptor B6 [Source:HGNC Symbol;Acc:3396]
BA8/9,ENSG00000116809,-0.176298611,3.484001983,0.032551989,ZBTB17,protein_coding,zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:12936]
BA8/9,ENSG00000183780,-0.176457034,4.628761825,0.033853909,SLC35F3,protein_coding,"solute carrier family 35, member F3 [Source:HGNC Symbol;Acc:23616]"
BA8/9,ENSG00000035115,-0.176565503,5.756640621,0.036909236,SH3YL1,protein_coding,SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:29546]
BA8/9,ENSG00000113368,-0.176891384,3.22414419,0.011927669,LMNB1,protein_coding,lamin B1 [Source:HGNC Symbol;Acc:6637]
BA8/9,ENSG00000168803,-0.177281397,4.462542376,0.046027684,ADAL,protein_coding,adenosine deaminase-like [Source:HGNC Symbol;Acc:31853]
BA8/9,ENSG00000063587,-0.177806417,4.540296452,0.042537165,ZNF275,protein_coding,zinc finger protein 275 [Source:HGNC Symbol;Acc:13069]
BA8/9,ENSG00000134698,-0.178052053,5.704244399,0.028706972,AGO4,protein_coding,argonaute RISC catalytic component 4 [Source:HGNC Symbol;Acc:18424]
BA8/9,ENSG00000100650,-0.178528368,7.857449911,0.014060377,SRSF5,protein_coding,serine/arginine-rich splicing factor 5 [Source:HGNC Symbol;Acc:10787]
BA8/9,ENSG00000196083,-0.178809018,5.183316288,0.029000219,IL1RAP,protein_coding,interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:5995]
BA8/9,ENSG00000112651,-0.178822678,3.311637494,0.031982651,MRPL2,protein_coding,mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:14056]
BA8/9,ENSG00000186976,-0.179206349,4.941063944,0.045275992,EFCAB6,protein_coding,EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:24204]
BA8/9,ENSG00000109814,-0.179290207,3.762080817,0.027234042,UGDH,protein_coding,UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:12525]
BA8/9,ENSG00000114770,-0.179325787,6.761419392,0.035853098,ABCC5,protein_coding,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5 [Source:HGNC Symbol;Acc:56]"
BA8/9,ENSG00000175048,-0.179330976,4.712651904,0.035093365,ZDHHC14,protein_coding,"zinc finger, DHHC-type containing 14 [Source:HGNC Symbol;Acc:20341]"
BA8/9,ENSG00000163162,-0.179896908,4.85640336,0.021840731,RNF149,protein_coding,ring finger protein 149 [Source:HGNC Symbol;Acc:23137]
BA8/9,ENSG00000135469,-0.179914457,2.840129112,0.019103299,COQ10A,protein_coding,coenzyme Q10 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:26515]
BA8/9,ENSG00000106346,-0.180165547,3.960737516,0.047822714,USP42,protein_coding,ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:20068]
BA8/9,ENSG00000184305,-0.180770277,6.928606343,0.01153399,CCSER1,protein_coding,coiled-coil serine-rich protein 1 [Source:HGNC Symbol;Acc:29349]
BA8/9,ENSG00000100426,-0.181161538,3.620400694,0.015733737,ZBED4,protein_coding,"zinc finger, BED-type containing 4 [Source:HGNC Symbol;Acc:20721]"
BA8/9,ENSG00000140538,-0.181356275,6.631719166,0.026638228,NTRK3,protein_coding,"neurotrophic tyrosine kinase, receptor, type 3 [Source:HGNC Symbol;Acc:8033]"
BA8/9,ENSG00000087157,-0.181541404,3.716381806,0.025195681,PGS1,protein_coding,phosphatidylglycerophosphate synthase 1 [Source:HGNC Symbol;Acc:30029]
BA8/9,ENSG00000182197,-0.181570334,4.730287086,0.012901779,EXT1,protein_coding,exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:3512]
BA8/9,ENSG00000224078,-0.182077984,9.696510029,0.04621475,SNHG14,processed_transcript,small nucleolar RNA host gene 14 (non-protein coding) [Source:HGNC Symbol;Acc:37462]
BA8/9,ENSG00000100154,-0.182704573,5.176744758,0.030900803,TTC28,protein_coding,tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:29179]
BA8/9,ENSG00000065970,-0.182738229,4.020914799,0.039605025,FOXJ2,protein_coding,forkhead box J2 [Source:HGNC Symbol;Acc:24818]
BA8/9,ENSG00000149091,-0.183042477,7.069265847,0.045951886,DGKZ,protein_coding,"diacylglycerol kinase, zeta [Source:HGNC Symbol;Acc:2857]"
BA8/9,ENSG00000088727,-0.183439651,2.825322312,0.047724018,KIF9,protein_coding,kinesin family member 9 [Source:HGNC Symbol;Acc:16666]
BA8/9,ENSG00000101040,-0.184397843,6.77020681,0.023344446,ZMYND8,protein_coding,"zinc finger, MYND-type containing 8 [Source:HGNC Symbol;Acc:9397]"
BA8/9,ENSG00000111641,-0.184604225,3.424111954,0.021740631,NOP2,protein_coding,NOP2 nucleolar protein [Source:HGNC Symbol;Acc:7867]
BA8/9,ENSG00000090565,-0.184973,5.618503627,0.049327907,RAB11FIP3,protein_coding,RAB11 family interacting protein 3 (class II) [Source:HGNC Symbol;Acc:17224]
BA8/9,ENSG00000132128,-0.185080213,4.812871262,0.013454049,LRRC41,protein_coding,leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:16917]
BA8/9,ENSG00000100359,-0.185084444,5.201597693,0.029614431,SGSM3,protein_coding,small G protein signaling modulator 3 [Source:HGNC Symbol;Acc:25228]
BA8/9,ENSG00000044459,-0.185893879,4.30137795,0.044386617,CNTLN,protein_coding,"centlein, centrosomal protein [Source:HGNC Symbol;Acc:23432]"
BA8/9,ENSG00000144057,-0.186941198,5.676283515,0.0208112,ST6GAL2,protein_coding,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 2 [Source:HGNC Symbol;Acc:10861]"
BA8/9,ENSG00000229419,-0.187051275,3.574757014,0.02891104,RALGAPA1P,pseudogene,"Ral GTPase activating protein, alpha subunit 1 (catalytic) pseudogene [Source:HGNC Symbol;Acc:23203]"
BA8/9,ENSG00000169914,-0.187511041,6.071329288,0.026968476,OTUD3,protein_coding,OTU domain containing 3 [Source:HGNC Symbol;Acc:29038]
BA8/9,ENSG00000079482,-0.187716604,6.359171048,0.035302958,OPHN1,protein_coding,oligophrenin 1 [Source:HGNC Symbol;Acc:8148]
BA8/9,ENSG00000204128,-0.187851744,5.157334812,0.045762596,C2orf72,protein_coding,chromosome 2 open reading frame 72 [Source:HGNC Symbol;Acc:27418]
BA8/9,ENSG00000074266,-0.18827232,4.804716421,0.021528836,EED,protein_coding,embryonic ectoderm development [Source:HGNC Symbol;Acc:3188]
BA8/9,ENSG00000225746,-0.188578448,6.501456473,0.044585328,AL132709.5,lincRNA,
BA8/9,ENSG00000165338,-0.188956927,6.325599952,0.043018719,HECTD2,protein_coding,HECT domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:26736]
BA8/9,ENSG00000023902,-0.189046082,4.815464078,0.005384238,PLEKHO1,protein_coding,"pleckstrin homology domain containing, family O member 1 [Source:HGNC Symbol;Acc:24310]"
BA8/9,ENSG00000139372,-0.189196303,4.058372687,0.015914568,TDG,protein_coding,thymine-DNA glycosylase [Source:HGNC Symbol;Acc:11700]
BA8/9,ENSG00000165359,-0.189712375,5.323724357,0.018568856,DDX26B,protein_coding,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B [Source:HGNC Symbol;Acc:27334]
BA8/9,ENSG00000136807,-0.190031013,5.137585206,0.024544381,CDK9,protein_coding,cyclin-dependent kinase 9 [Source:HGNC Symbol;Acc:1780]
BA8/9,ENSG00000163995,-0.190215976,5.602006389,0.030992217,ABLIM2,protein_coding,"actin binding LIM protein family, member 2 [Source:HGNC Symbol;Acc:19195]"
BA8/9,ENSG00000004866,-0.190542957,5.059966555,0.007404123,ST7,protein_coding,suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:11351]
BA8/9,ENSG00000259758,-0.190987299,5.816810135,0.043255106,CASC7,lincRNA,cancer susceptibility candidate 7 (non-protein coding) [Source:HGNC Symbol;Acc:48905]
BA8/9,ENSG00000007944,-0.191567972,4.645862436,0.036360639,MYLIP,protein_coding,myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:21155]
BA8/9,ENSG00000152954,-0.192072096,6.699086807,0.035574499,NRSN1,protein_coding,neurensin 1 [Source:HGNC Symbol;Acc:17881]
BA8/9,ENSG00000033100,-0.192461295,4.349047004,0.04199341,CHPF2,protein_coding,chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:29270]
BA8/9,ENSG00000143442,-0.192674087,6.265061271,0.045154207,POGZ,protein_coding,pogo transposable element with ZNF domain [Source:HGNC Symbol;Acc:18801]
BA8/9,ENSG00000165915,-0.192744501,2.992548406,0.044769266,SLC39A13,protein_coding,"solute carrier family 39 (zinc transporter), member 13 [Source:HGNC Symbol;Acc:20859]"
BA8/9,ENSG00000214087,-0.193317306,3.751539593,0.030669484,ARL16,protein_coding,ADP-ribosylation factor-like 16 [Source:HGNC Symbol;Acc:27902]
BA8/9,ENSG00000113108,-0.193507322,3.331687033,0.016187157,APBB3,protein_coding,"amyloid beta (A4) precursor protein-binding, family B, member 3 [Source:HGNC Symbol;Acc:20708]"
BA8/9,ENSG00000185052,-0.194095709,3.94727563,0.041594606,SLC24A3,protein_coding,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 [Source:HGNC Symbol;Acc:10977]"
BA8/9,ENSG00000147454,-0.194315924,4.50088388,0.022878213,SLC25A37,protein_coding,"solute carrier family 25 (mitochondrial iron transporter), member 37 [Source:HGNC Symbol;Acc:29786]"
BA8/9,ENSG00000268895,-0.194754143,2.310314473,0.021980728,A1BG-AS1,antisense,A1BG antisense RNA 1 [Source:HGNC Symbol;Acc:37133]
BA8/9,ENSG00000177410,-0.194775523,4.185938069,0.037632969,ZFAS1,antisense,ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:33101]
BA8/9,ENSG00000101181,-0.195086056,3.226305517,0.023700758,MTG2,protein_coding,mitochondrial ribosome-associated GTPase 2 [Source:HGNC Symbol;Acc:16239]
BA8/9,ENSG00000079156,-0.195087436,6.66626289,0.009968046,OSBPL6,protein_coding,oxysterol binding protein-like 6 [Source:HGNC Symbol;Acc:16388]
BA8/9,ENSG00000180822,-0.195269459,3.653761357,0.04959691,PSMG4,protein_coding,"proteasome (prosome, macropain) assembly chaperone 4 [Source:HGNC Symbol;Acc:21108]"
BA8/9,ENSG00000109320,-0.195710608,4.663345149,0.012761513,NFKB1,protein_coding,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 [Source:HGNC Symbol;Acc:7794]
BA8/9,ENSG00000173480,-0.196510941,3.936508312,0.031201683,ZNF417,protein_coding,zinc finger protein 417 [Source:HGNC Symbol;Acc:20646]
BA8/9,ENSG00000020577,-0.196797271,6.211565154,0.008042683,SAMD4A,protein_coding,sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:23023]
BA8/9,ENSG00000186094,-0.196938065,4.978215178,0.02438849,AGBL4,protein_coding,ATP/GTP binding protein-like 4 [Source:HGNC Symbol;Acc:25892]
BA8/9,ENSG00000131323,-0.197290485,6.062749396,0.011555865,TRAF3,protein_coding,TNF receptor-associated factor 3 [Source:HGNC Symbol;Acc:12033]
BA8/9,ENSG00000120658,-0.197662001,5.144357678,0.006141602,ENOX1,protein_coding,ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:25474]
BA8/9,ENSG00000101391,-0.197759944,4.850087495,0.022849717,CDK5RAP1,protein_coding,CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:15880]
BA8/9,ENSG00000103174,-0.198187766,3.992748901,0.042445991,NAGPA,protein_coding,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:17378]
BA8/9,ENSG00000100678,-0.199000283,5.740217333,0.010402225,SLC8A3,protein_coding,"solute carrier family 8 (sodium/calcium exchanger), member 3 [Source:HGNC Symbol;Acc:11070]"
BA8/9,ENSG00000187535,-0.199342876,4.418984724,0.026794106,IFT140,protein_coding,intraflagellar transport 140 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:29077]
BA8/9,ENSG00000167987,-0.199377482,2.8570414,0.023703315,VPS37C,protein_coding,vacuolar protein sorting 37 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:26097]
BA8/9,ENSG00000144331,-0.199856349,4.941126924,0.032060531,ZNF385B,protein_coding,zinc finger protein 385B [Source:HGNC Symbol;Acc:26332]
BA8/9,ENSG00000162849,-0.199880937,4.5553492,0.037785767,KIF26B,protein_coding,kinesin family member 26B [Source:HGNC Symbol;Acc:25484]
BA8/9,ENSG00000113805,-0.200572877,6.044239818,0.022816188,CNTN3,protein_coding,contactin 3 (plasmacytoma associated) [Source:HGNC Symbol;Acc:2173]
BA8/9,ENSG00000088808,-0.200575848,5.503563386,0.036749815,PPP1R13B,protein_coding,"protein phosphatase 1, regulatory subunit 13B [Source:HGNC Symbol;Acc:14950]"
BA8/9,ENSG00000248485,-0.20095543,4.64913023,0.031995611,PCP4L1,protein_coding,Purkinje cell protein 4 like 1 [Source:HGNC Symbol;Acc:20448]
BA8/9,ENSG00000127334,-0.201341342,5.601645123,0.018051002,DYRK2,protein_coding,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 [Source:HGNC Symbol;Acc:3093]
BA8/9,ENSG00000116128,-0.201992095,4.152857797,0.018900422,BCL9,protein_coding,B-cell CLL/lymphoma 9 [Source:HGNC Symbol;Acc:1008]
BA8/9,ENSG00000126226,-0.201994963,4.889471253,0.022742767,PCID2,protein_coding,PCI domain containing 2 [Source:HGNC Symbol;Acc:25653]
BA8/9,ENSG00000171953,-0.202450687,3.188820246,0.015112031,ATPAF2,protein_coding,ATP synthase mitochondrial F1 complex assembly factor 2 [Source:HGNC Symbol;Acc:18802]
BA8/9,ENSG00000157193,-0.203630275,5.946649596,0.020786192,LRP8,protein_coding,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor [Source:HGNC Symbol;Acc:6700]"
BA8/9,ENSG00000006607,-0.203858686,5.232643269,0.029323051,FARP2,protein_coding,"FERM, RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:16460]"
BA8/9,ENSG00000060971,-0.204243748,4.552582123,0.035867764,ACAA1,protein_coding,acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:82]
BA8/9,ENSG00000123643,-0.204382961,5.51562332,0.032044461,SLC36A1,protein_coding,"solute carrier family 36 (proton/amino acid symporter), member 1 [Source:HGNC Symbol;Acc:18761]"
BA8/9,ENSG00000137766,-0.204578862,8.918009349,0.044390298,UNC13C,protein_coding,unc-13 homolog C (C. elegans) [Source:HGNC Symbol;Acc:23149]
BA8/9,ENSG00000150967,-0.204800656,4.023216269,0.043005308,ABCB9,protein_coding,"ATP-binding cassette, sub-family B (MDR/TAP), member 9 [Source:HGNC Symbol;Acc:50]"
BA8/9,ENSG00000137942,-0.205499558,5.985460644,0.019358436,FNBP1L,protein_coding,formin binding protein 1-like [Source:HGNC Symbol;Acc:20851]
BA8/9,ENSG00000136811,-0.205568656,4.994803413,0.04379606,ODF2,protein_coding,outer dense fiber of sperm tails 2 [Source:HGNC Symbol;Acc:8114]
BA8/9,ENSG00000144591,-0.205590202,2.271982929,0.035770301,GMPPA,protein_coding,GDP-mannose pyrophosphorylase A [Source:HGNC Symbol;Acc:22923]
BA8/9,ENSG00000165271,-0.205947174,4.339978048,0.007818753,NOL6,protein_coding,nucleolar protein 6 (RNA-associated) [Source:HGNC Symbol;Acc:19910]
BA8/9,ENSG00000146776,-0.206451249,4.289411146,0.031508066,ATXN7L1,protein_coding,ataxin 7-like 1 [Source:HGNC Symbol;Acc:22210]
BA8/9,ENSG00000106617,-0.206996273,5.258249697,0.028573362,PRKAG2,protein_coding,"protein kinase, AMP-activated, gamma 2 non-catalytic subunit [Source:HGNC Symbol;Acc:9386]"
BA8/9,ENSG00000101216,-0.207399754,2.877485862,0.021712123,GMEB2,protein_coding,glucocorticoid modulatory element binding protein 2 [Source:HGNC Symbol;Acc:4371]
BA8/9,ENSG00000272565,-0.207545822,3.391758354,0.047152597,RP11-485G4.2,lincRNA,
BA8/9,ENSG00000145246,-0.208105083,4.776053987,0.029961109,ATP10D,protein_coding,"ATPase, class V, type 10D [Source:HGNC Symbol;Acc:13549]"
BA8/9,ENSG00000161381,-0.208363612,4.251824997,0.019776935,PLXDC1,protein_coding,plexin domain containing 1 [Source:HGNC Symbol;Acc:20945]
BA8/9,ENSG00000223802,-0.208389625,3.671904874,0.02956115,CERS1,protein_coding,ceramide synthase 1 [Source:HGNC Symbol;Acc:14253]
BA8/9,ENSG00000160948,-0.208465653,3.847795568,0.016269376,VPS28,protein_coding,vacuolar protein sorting 28 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:18178]
BA8/9,ENSG00000139625,-0.208719878,5.590103872,0.026778524,MAP3K12,protein_coding,mitogen-activated protein kinase kinase kinase 12 [Source:HGNC Symbol;Acc:6851]
BA8/9,ENSG00000135074,-0.20962499,4.283449472,0.041629012,ADAM19,protein_coding,ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:197]
BA8/9,ENSG00000148300,-0.209773644,4.130963601,0.031873172,REXO4,protein_coding,"REX4, RNA exonuclease 4 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:12820]"
BA8/9,ENSG00000109586,-0.210015224,4.607474798,0.025182147,GALNT7,protein_coding,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7) [Source:HGNC Symbol;Acc:4129]
BA8/9,ENSG00000133794,-0.210076631,5.752738181,0.025136211,ARNTL,protein_coding,aryl hydrocarbon receptor nuclear translocator-like [Source:HGNC Symbol;Acc:701]
BA8/9,ENSG00000075420,-0.210225544,5.225901129,0.005794855,FNDC3B,protein_coding,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:24670]
BA8/9,ENSG00000170322,-0.210268117,4.473631832,0.045825685,NFRKB,protein_coding,nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:7802]
BA8/9,ENSG00000102290,-0.210316716,4.827005019,0.02976871,PCDH11X,protein_coding,protocadherin 11 X-linked [Source:HGNC Symbol;Acc:8656]
BA8/9,ENSG00000111450,-0.211310384,4.292809557,0.033024682,STX2,protein_coding,syntaxin 2 [Source:HGNC Symbol;Acc:3403]
BA8/9,ENSG00000136444,-0.211392854,4.210688213,0.048045753,RSAD1,protein_coding,radical S-adenosyl methionine domain containing 1 [Source:HGNC Symbol;Acc:25634]
BA8/9,ENSG00000006652,-0.211432239,5.632528535,0.005809309,IFRD1,protein_coding,interferon-related developmental regulator 1 [Source:HGNC Symbol;Acc:5456]
BA8/9,ENSG00000115041,-0.211619423,5.144908335,0.021616427,KCNIP3,protein_coding,"Kv channel interacting protein 3, calsenilin [Source:HGNC Symbol;Acc:15523]"
BA8/9,ENSG00000168434,-0.212225369,3.5104424,0.04767763,COG7,protein_coding,component of oligomeric golgi complex 7 [Source:HGNC Symbol;Acc:18622]
BA8/9,ENSG00000163249,-0.212689646,4.646448611,0.017865227,CCNYL1,protein_coding,cyclin Y-like 1 [Source:HGNC Symbol;Acc:26868]
BA8/9,ENSG00000111962,-0.212887289,4.791347982,0.031038857,UST,protein_coding,uronyl-2-sulfotransferase [Source:HGNC Symbol;Acc:17223]
BA8/9,ENSG00000172878,-0.212949571,2.833574483,0.04141372,METAP1D,protein_coding,methionyl aminopeptidase type 1D (mitochondrial) [Source:HGNC Symbol;Acc:32583]
BA8/9,ENSG00000116729,-0.212991637,5.426115532,0.04912785,WLS,protein_coding,wntless Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:30238]
BA8/9,ENSG00000168014,-0.213208668,5.405714751,0.020601597,C2CD3,protein_coding,C2 calcium-dependent domain containing 3 [Source:HGNC Symbol;Acc:24564]
BA8/9,ENSG00000142149,-0.213268275,4.260467118,0.038466821,HUNK,protein_coding,hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:13326]
BA8/9,ENSG00000114026,-0.213585571,3.35120086,0.041953572,OGG1,protein_coding,8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:8125]
BA8/9,ENSG00000107829,-0.214160882,4.362501071,0.02268797,FBXW4,protein_coding,F-box and WD repeat domain containing 4 [Source:HGNC Symbol;Acc:10847]
BA8/9,ENSG00000143847,-0.214212612,6.483520979,0.020746659,PPFIA4,protein_coding,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4 [Source:HGNC Symbol;Acc:9248]"
BA8/9,ENSG00000107443,-0.214777396,2.354442069,0.035101145,CCNJ,protein_coding,cyclin J [Source:HGNC Symbol;Acc:23434]
BA8/9,ENSG00000048991,-0.215685877,8.561517411,0.043648217,R3HDM1,protein_coding,R3H domain containing 1 [Source:HGNC Symbol;Acc:9757]
BA8/9,ENSG00000104356,-0.215807015,3.870042748,0.019710975,POP1,protein_coding,"processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae) [Source:HGNC Symbol;Acc:30129]"
BA8/9,ENSG00000079102,-0.21597894,6.217815721,0.045444608,RUNX1T1,protein_coding,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related) [Source:HGNC Symbol;Acc:1535]"
BA8/9,ENSG00000255864,-0.216053029,3.383835359,0.043525375,RP11-444D3.1,lincRNA,
BA8/9,ENSG00000160460,-0.216397369,6.56850958,0.039468348,SPTBN4,protein_coding,"spectrin, beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:14896]"
BA8/9,ENSG00000162994,-0.216407118,4.059589996,0.049640665,CLHC1,protein_coding,clathrin heavy chain linker domain containing 1 [Source:HGNC Symbol;Acc:26453]
BA8/9,ENSG00000173227,-0.216488396,4.67451782,0.032828362,SYT12,protein_coding,synaptotagmin XII [Source:HGNC Symbol;Acc:18381]
BA8/9,ENSG00000188785,-0.217227632,3.819464444,0.019679012,ZNF548,protein_coding,zinc finger protein 548 [Source:HGNC Symbol;Acc:26561]
BA8/9,ENSG00000163635,-0.217371234,5.429029235,0.00944202,ATXN7,protein_coding,ataxin 7 [Source:HGNC Symbol;Acc:10560]
BA8/9,ENSG00000160190,-0.218005449,3.152409749,0.025755306,SLC37A1,protein_coding,"solute carrier family 37 (glucose-6-phosphate transporter), member 1 [Source:HGNC Symbol;Acc:11024]"
BA8/9,ENSG00000145604,-0.218509603,3.836320635,0.022522031,SKP2,protein_coding,"S-phase kinase-associated protein 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:10901]"
BA8/9,ENSG00000198355,-0.219811429,2.776190055,0.029439748,PIM3,protein_coding,pim-3 oncogene [Source:HGNC Symbol;Acc:19310]
